state,district,market,commodity,modal_price
Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ) APMC,Banana,3250.0
Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ) APMC,Beans,8600.0
Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ) APMC,Coconut,4900.0
Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ) APMC,Chow Chow,2200.0
Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ) APMC,Elephant Yam(Suran)/Amorphophallus,2800.0
Tamil Nadu,Namakkal,Paramathivelur(Uzhavar Sandhai ) APMC,Lemon,8600.0
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ) APMC,Onion,2750.0
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ) APMC,Ginger(Green),8000.0
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ) APMC,Snakeguard,2500.0
Tamil Nadu,Salem,Thammampatti (Uzhavar Sandhai ) APMC,Drumstick,2000.0
Uttar Pradesh,Sitapur,Maholi APMC,Khandsari(Desi Khand),4005.45
Uttar Pradesh,Sitapur,Maholi APMC,Wood,560.0
Tamil Nadu,Thiruvarur,Tiruvarur(Uzhavar Sandhai ) APMC,Onion,3600.0
Tamil Nadu,Thiruvarur,Tiruvarur(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),4000.0
Tamil Nadu,Thiruvarur,Tiruvarur(Uzhavar Sandhai ) APMC,Ridgeguard(Tori),4000.0
Tamil Nadu,Thiruvarur,Tiruvarur(Uzhavar Sandhai ) APMC,Raddish,3000.0
Tamil Nadu,Thiruvarur,Tiruvarur(Uzhavar Sandhai ) APMC,Mango(Raw-Ripe),4000.0
Tamil Nadu,Thiruvarur,Tiruvarur(Uzhavar Sandhai ) APMC,Guava,6000.0
Tamil Nadu,Coimbatore,Udumalpet APMC,Potato,2750.0
Tamil Nadu,Coimbatore,Udumalpet APMC,Papaya,2500.0
Tamil Nadu,Coimbatore,Udumalpet APMC,Water Melon,1650.0
Tamil Nadu,Coimbatore,Udumalpet APMC,Tomato,1350.0
Tamil Nadu,Coimbatore,Udumalpet APMC,Bitter gourd,4500.0
Tamil Nadu,Coimbatore,Udumalpet APMC,Ashgourd,1650.0
Tamil Nadu,Coimbatore,Udumalpet APMC,Cowpea(Veg),2350.0
Tamil Nadu,Coimbatore,Udumalpet APMC,Ridgeguard(Tori),4500.0
Tamil Nadu,Coimbatore,Udumalpet APMC,Indian Beans(Seam),5500.0
Tamil Nadu,Coimbatore,Udumalpet APMC,Sweet Corn ,4000.0
Uttar Pradesh,Bijnor,Dhampur APMC,Firewood,472.03
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ) APMC,Banana,5000.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ) APMC,Tomato,1750.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ) APMC,Pumpkin,2000.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ) APMC,Coconut,3250.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ) APMC,Cabbage,2000.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ) APMC,Raddish,2000.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ) APMC,Thondekai,5000.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ) APMC,Green Avare(W),4500.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ) APMC,Drumstick,4000.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ) APMC,Mango(Raw-Ripe),3500.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ) APMC,Onion Green,4500.0
Tamil Nadu,Vellore,Katpadi (Uzhavar Sandhai ) APMC,Mint(Pudina),2500.0
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ) APMC,Coriander(Leaves),3600.0
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ) APMC,Tomato,1900.0
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ) APMC,Ashgourd,2400.0
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ) APMC,Pumpkin,2400.0
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),6000.0
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ) APMC,Green Chilli,4200.0
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ) APMC,Banana - Green,4000.0
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ) APMC,Tapioca,4000.0
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ) APMC,Sweet Potato,5000.0
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ) APMC,Beetroot,4200.0
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ) APMC,Raddish,2400.0
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ) APMC,Yam(Ratalu),6000.0
Tamil Nadu,Thanjavur,Kumbakonam (Uzhavar Sandhai ) APMC,Onion Green,3600.0
Tamil Nadu,Villupuram,Tindivanam APMC,Groundnut,6000.0
Tamil Nadu,Villupuram,Tindivanam APMC,Water Melon,1300.0
Tamil Nadu,Villupuram,Tindivanam APMC,Bitter gourd,3000.0
Tamil Nadu,Villupuram,Tindivanam APMC,Bhindi(Ladies Finger),4000.0
Tamil Nadu,Villupuram,Tindivanam APMC,Beans,5800.0
Tamil Nadu,Villupuram,Tindivanam APMC,Tapioca,4500.0
Tamil Nadu,Villupuram,Tindivanam APMC,Raddish,2000.0
Tamil Nadu,Villupuram,Tindivanam APMC,Onion Green,4000.0
Tamil Nadu,Villupuram,Tindivanam APMC,Rose(Local),16000.0
Tamil Nadu,Villupuram,Ulundurpettai APMC,Banana,3500.0
Tamil Nadu,Villupuram,Ulundurpettai APMC,Potato,3000.0
Tamil Nadu,Villupuram,Ulundurpettai APMC,Cluster beans,5000.0
Tamil Nadu,Villupuram,Ulundurpettai APMC,Amaranthus,2000.0
Tamil Nadu,Villupuram,Ulundurpettai APMC,Coconut,3500.0
Tamil Nadu,Villupuram,Ulundurpettai APMC,Thondekai,5000.0
Tamil Nadu,Villupuram,Ulundurpettai APMC,Mango(Raw-Ripe),8000.0
Tamil Nadu,Villupuram,Ulundurpettai APMC,Yam(Ratalu),4000.0
Madhya Pradesh,Rajgarh,Pachaur APMC,Wheat,2150.0
Madhya Pradesh,Rajgarh,Pachaur APMC,Wheat,2120.0
Madhya Pradesh,Rajgarh,Narsinghgarh APMC,Wheat,2150.0
Madhya Pradesh,Rajgarh,Chhapiheda APMC,Wheat,2175.0
Madhya Pradesh,Hoshangabad,Semriharchand APMC,Paddy(Common),3400.0
Madhya Pradesh,Indore,Sanwer APMC,Soyabean,5350.0
Madhya Pradesh,Indore,Sanwer APMC,Wheat,2225.0
Madhya Pradesh,Dhar,Badnawar APMC,Wheat,2100.0
Madhya Pradesh,Dhar,Manawar APMC,Maize,1675.0
Madhya Pradesh,Dhar,Rajgarh APMC,Maize,1625.0
Madhya Pradesh,Alirajpur,Alirajpur APMC,Wheat,2135.0
Madhya Pradesh,Alirajpur,Alirajpur APMC,Bengal Gram(Gram)(Whole),5200.0
Madhya Pradesh,Alirajpur,Jobat APMC,Bengal Gram(Gram)(Whole),5100.0
Madhya Pradesh,Alirajpur,Jobat APMC,Soyabean,4830.0
Madhya Pradesh,Alirajpur,Jobat APMC,Bengal Gram(Gram)(Whole),5100.0
Madhya Pradesh,Alirajpur,Jobat APMC,Maize,1440.0
Madhya Pradesh,Khargone,Bhikangaon APMC,Wheat,2200.0
Madhya Pradesh,Khargone,Badwaha APMC,Wheat,2200.0
Madhya Pradesh,Khargone,Karhi APMC,Wheat,2300.0
Madhya Pradesh,Khargone,Karhi APMC,Kabuli Chana(Chickpeas-White),8000.0
Madhya Pradesh,Khargone,Kasrawad APMC,Maize,1250.0
Madhya Pradesh,Khargone,Segaon APMC,Bengal Gram(Gram)(Whole),5100.0
Madhya Pradesh,Khargone,Segaon APMC,Kabuli Chana(Chickpeas-White),9305.0
Madhya Pradesh,Badwani,Anjad APMC,Kabuli Chana(Chickpeas-White),8200.0
Madhya Pradesh,Badwani,Balwadi APMC,Maize,1650.0
Madhya Pradesh,Khandwa,Harsood APMC,Bengal Gram(Gram)(Whole),5075.0
Madhya Pradesh,Khandwa,Pandhana APMC,Wheat,2250.0
Madhya Pradesh,Ujjain,Unhel APMC,Wheat,2376.0
Madhya Pradesh,Mandsaur,Piplya APMC,Garlic,7900.0
Madhya Pradesh,Ratlam,Jaora APMC,Methi Seeds,6521.7
Madhya Pradesh,Ratlam,Ratlam APMC,Wheat,2300.0
Madhya Pradesh,Ratlam,Ratlam APMC,Wheat,2600.0
Madhya Pradesh,Shajapur,Badod APMC,Tamarind Fruit,4650.0
Madhya Pradesh,Shajapur,Badod APMC,Wheat,2210.0
Madhya Pradesh,Datia,Sevda APMC,Wheat,2285.0
Madhya Pradesh,Datia,Sevda APMC,Mustard,7005.0
Madhya Pradesh,Datia,Sevda APMC,Wheat,2355.0
Madhya Pradesh,Gwalior,Lashkar APMC,Barley(Jau),2150.0
Madhya Pradesh,Guna,Maksudangarh APMC,Bengal Gram(Gram)(Whole),5000.0
Madhya Pradesh,Guna,Maksudangarh APMC,Wheat,2140.0
Madhya Pradesh,Shivpuri,Kolaras APMC,Mustard,6000.0
Madhya Pradesh,Shivpuri,Karera APMC,Barley(Jau),1850.0
Madhya Pradesh,Shivpuri,Karera APMC,Wheat,2225.0
Madhya Pradesh,Shivpuri,Karera APMC,Wheat,2205.0
Madhya Pradesh,Shivpuri,Karera APMC,Wheat,2258.0
Madhya Pradesh,Shivpuri,Pohari APMC,Mustard,6900.0
Madhya Pradesh,Shivpuri,Pohari APMC,Barley(Jau),1900.0
Madhya Pradesh,Bhind,Bhind APMC,Bengal Gram(Gram)(Whole),5465.0
Madhya Pradesh,Bhind,Lahar APMC,Wheat,2225.0
Madhya Pradesh,Morena,Banmorkalan APMC,Wheat,2300.0
Madhya Pradesh,Sheopur,Vijaypur APMC,Wheat,2220.0
Madhya Pradesh,Sagar,Bamora APMC,Mustard,6800.0
Madhya Pradesh,Sagar,Bamora APMC,Wheat,2550.0
Madhya Pradesh,Sagar,Bamora APMC,Lentil(Masur)(Whole),6200.0
Madhya Pradesh,Sagar,Shahagarh APMC,Wheat,2150.0
Punjab,Sangrur,Lehra Gaga APMC,Papaya,3300.0
Punjab,Sangrur,Lehra Gaga APMC,Mousambi(Sweet Lime),5500.0
Punjab,Sangrur,Lehra Gaga APMC,Brinjal,2300.0
Punjab,Sangrur,Lehra Gaga APMC,Ginger(Green),8500.0
Punjab,Sangrur,Lehra Gaga APMC,Green Chilli,4500.0
Madhya Pradesh,Chhatarpur,Harpalpur APMC,Wheat,2210.0
Madhya Pradesh,Chhatarpur,Bijawar APMC,Wheat,2281.0
Madhya Pradesh,Tikamgarh,Jatara APMC,Wheat,2302.0
Madhya Pradesh,Tikamgarh,Palera APMC,Wheat,2218.0
Madhya Pradesh,Chhindwara,Chhindwara APMC,Maize,1700.0
Madhya Pradesh,Chhindwara,Chhindwara APMC,Tamarind Fruit,5175.0
Madhya Pradesh,Chhindwara,Amarwda APMC,Maize,1700.0
Madhya Pradesh,Chhindwara,Amarwda APMC,Maize,1600.0
Madhya Pradesh,Chhindwara,Pandhurna APMC,Maize,1720.0
Madhya Pradesh,Mandla,Bichhiya APMC,Paddy(Common),2015.0
Madhya Pradesh,Dindori,Gorakhpur APMC,Lak(Teora),3000.0
Madhya Pradesh,Narsinghpur,Gadarwada APMC,Bengal Gram(Gram)(Whole),5155.0
Madhya Pradesh,Narsinghpur,Narsinghpur APMC,Wheat,2200.0
Madhya Pradesh,Narsinghpur,Narsinghpur APMC,Gur(Jaggery),3725.0
Madhya Pradesh,Narsinghpur,Tendukheda APMC,Bengal Gram(Gram)(Whole),5210.0
Madhya Pradesh,Narsinghpur,Tendukheda APMC,buttery,3611.0
Madhya Pradesh,Seoni,Seoni APMC,Wheat,2200.0
Madhya Pradesh,Seoni,Lakhnadon APMC,Wheat,2100.0
Madhya Pradesh,Seoni,Palari APMC,Maize,1700.0
Madhya Pradesh,Rewa,Chaakghat APMC,Wheat,2200.0
Madhya Pradesh,Satna,Nagod APMC,Wheat,2250.0
Madhya Pradesh,Shehdol,Beohari APMC,Kodo Millet(Varagu),2200.0
Gujarat,Narmada,Rajpipla APMC,Banana,2000.0
Gujarat,Kheda,Kapadvanj APMC,Cabbage,250.0
Gujarat,Kheda,Kapadvanj APMC,Tomato,350.0
Gujarat,Banaskanth,Thara APMC,Mustard,6447.5
Gujarat,Banaskanth,Panthawada APMC,Wheat,2450.0
Gujarat,Banaskanth,Vadgam APMC,Rajgir,8755.0
Gujarat,Dahod,Dahod(Veg. Market) APMC,Bhindi(Ladies Finger),2700.0
Gujarat,Dahod,Dahod(Veg. Market) APMC,Cabbage,600.0
Gujarat,Dahod,Dahod(Veg. Market) APMC,Carrot,2800.0
Gujarat,Dahod,Dahod(Veg. Market) APMC,Coriander(Leaves),2500.0
Gujarat,Dahod,Dahod(Veg. Market) APMC,Spinach,1400.0
Gujarat,Dahod,Dahod(Veg. Market) APMC,Tomato,600.0
Gujarat,Gandhinagar,"Kalol(Veg,Market,Kalol) APMC",Green Chilli,3500.0
Gujarat,Gandhinagar,"Kalol(Veg,Market,Kalol) APMC",Bhindi(Ladies Finger),3500.0
Gujarat,Anand,"Anand(Veg,Yard,Anand) APMC",Onion,1250.0
Gujarat,Anand,"Anand(Veg,Yard,Anand) APMC",Cabbage,400.0
Gujarat,Gandhinagar,Mansa(Manas Veg Yard) APMC,Guar,3500.0
Gujarat,Gandhinagar,Mansa(Manas Veg Yard) APMC,Tomato,800.0
Himachal Pradesh,Bilaspur,PMY Bilaspur,Onion,1800.0
Gujarat,Mehsana,Mehsana(Mehsana Veg) APMC,Potato,750.0
Gujarat,Mehsana,Mehsana(Mehsana Veg) APMC,Bhindi(Ladies Finger),2300.0
Gujarat,Banaskanth,Thara(Shihori) APMC,Mustard,6462.5
Gujarat,Rajkot,Rajkot APMC,Bengal Gram(Gram)(Whole),8500.0
Gujarat,Rajkot,Rajkot APMC,Garlic,6250.0
Gujarat,Morbi,Morbi APMC,Cotton,7680.0
Gujarat,Morbi,Morbi APMC,Cabbage,500.0
Gujarat,Jamnagar,Jamnagar APMC,Bajra(Pearl Millet/Cumbu),2175.0
Gujarat,Jamnagar,Jamnagar APMC,Arhar(Tur/Red Gram)(Whole),6925.0
Gujarat,Jamnagar,Jamnagar APMC,Cummin Seed(Jeera),18225.0
Gujarat,Junagarh,Junagadh APMC,Groundnut,6700.0
Gujarat,Junagarh,Junagadh APMC,Corriander seed,11600.0
Gujarat,Jamnagar,Kalawad APMC,Arhar(Tur/Red Gram)(Whole),6425.0
Gujarat,Jamnagar,Kalawad APMC,Methi Seeds,5250.0
Gujarat,Rajkot,Dhoraji APMC,Groundnut,6580.0
Gujarat,Rajkot,Dhoraji APMC,Bengal Gram(Gram)(Whole),5155.0
Gujarat,Kachchh,Rapar APMC,Cummin Seed(Jeera),18060.0
Gujarat,Junagarh,Visavadar APMC,Groundnut,6640.0
Gujarat,Junagarh,Visavadar APMC,Groundnut(Split),6840.0
Gujarat,Junagarh,Visavadar APMC,Corriander seed,10140.0
Gujarat,Porbandar,Porbandar APMC,Wheat,2140.0
Gujarat,Porbandar,Porbandar APMC,Kulthi(Horse Gram),4975.0
Gujarat,Porbandar,Porbandar APMC,Green Gram(Moong)(Whole),7625.0
Gujarat,Porbandar,Porbandar APMC,Chili Red,19060.0
Gujarat,Porbandar,Porbandar APMC,Cummin Seed(Jeera),17875.0
Gujarat,Porbandar,Porbandar APMC,Grapes,9000.0
Gujarat,Porbandar,Porbandar APMC,Tomato,875.0
Gujarat,Surendranagar,Dhragradhra APMC,Cummin Seed(Jeera),19500.0
Gujarat,Surendranagar,Dhragradhra APMC,Wheat,2050.0
Uttar Pradesh,Ghaziabad,Noida APMC,Onion,1621.25
Gujarat,Bhavnagar,Taleja APMC,Castor Seed,5865.0
Gujarat,Bhavnagar,Taleja APMC,Corriander seed,8350.0
Gujarat,Bhavnagar,Taleja APMC,Onion,535.0
Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Green Chilli,4500.0
Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Carrot,1400.0
Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Pomegranate,4750.0
Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Orange,8225.0
Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Chikoos(Sapota),1500.0
Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Grapes,9750.0
Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Tomato,900.0
Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Lemon,8000.0
Gujarat,Morbi,APMC HALVAD,Cotton,7150.0
Gujarat,Morbi,APMC HALVAD,Soanf,9500.0
Gujarat,Morbi,APMC HALVAD,Mustard,6300.0
Gujarat,Morbi,APMC HALVAD,Bengal Gram(Gram)(Whole),8000.0
Karnataka,Haveri,Ranebennur APMC,Green Chilli,2500.0
Karnataka,Belgaum,Athani APMC,Tamarind Fruit,3500.0
Karnataka,Chamrajnagar,Chamaraj Nagar APMC,Turmeric,12800.0
Karnataka,Chamrajnagar,Chamaraj Nagar APMC,Carrot,1300.0
Karnataka,Chamrajnagar,Chamaraj Nagar APMC,Cucumbar(Kheera),1200.0
Karnataka,Chitradurga,Challakere APMC,Maize,1832.0
Karnataka,Bangalore,Ramanagara APMC,Brinjal,2400.0
Karnataka,Bangalore,Ramanagara APMC,Bottle gourd,1000.0
Karnataka,Bangalore,Ramanagara APMC,Capsicum,3200.0
Karnataka,Bangalore,Ramanagara APMC,Sweet Pumpkin,1200.0
Karnataka,Bangalore,Ramanagara APMC,Suvarna Gadde,3800.0
Gujarat,Surat,Surat APMC,Bitter gourd,3250.0
Gujarat,Surat,Surat APMC,Brinjal,1450.0
Gujarat,Surat,Surat APMC,Cowpea(Veg),6500.0
Gujarat,Surat,Surat APMC,Drumstick,1550.0
Gujarat,Surat,Surat APMC,Carrot,1200.0
Gujarat,Surat,Surat APMC,Cabbage,900.0
Gujarat,Surat,Surat APMC,Elephant Yam(Suran)/Amorphophallus,3500.0
Gujarat,Surat,Surat APMC,Cauliflower,2250.0
Gujarat,Surat,Surat APMC,Groundnut pods(raw),5000.0
Gujarat,Surat,Surat APMC,Papaya(Raw),750.0
Gujarat,Surat,Surat APMC,Pointed gourd(Parval),7750.0
Gujarat,Surat,Surat APMC,Yam(Ratalu),5000.0
Telangana,Mahbubnagar,Shadnagar APMC,Bitter gourd,1900.0
Telangana,Warangal,Warangal APMC,French Beans(Frasbean),3250.0
Telangana,Warangal,Warangal APMC,Colacasia,2250.0
Telangana,Khammam,Burgampadu APMC,Paddy(Common),2389.0
Haryana,Fatehabad,Fatehabad APMC,Pomegranate,11000.0
Haryana,Fatehabad,Fatehabad APMC,Water Melon,2500.0
Jammu and Kashmir,Udhampur,Udhampur APMC,Pomegranate,16000.0
Jammu and Kashmir,Udhampur,Udhampur APMC,Raddish,1200.0
Jammu and Kashmir,Udhampur,Udhampur APMC,Tomato,1800.0
Kerala,Kannur,Kannur APMC,Banana - Green,3800.0
Kerala,Kannur,Kannur APMC,Onion,2200.0
Kerala,Kannur,Kannur APMC,Cucumbar(Kheera),2600.0
Kerala,Kannur,Payyannur APMC,Arecanut(Betelnut/Supari),43000.0
Kerala,Kannur,Payyannur APMC,Banana - Green,2300.0
Kerala,Kannur,Payyannur APMC,Cucumbar(Kheera),2600.0
Kerala,Thirssur,Thrissur APMC,Carrot,2500.0
Kerala,Thirssur,Thrissur APMC,Cauliflower,3500.0
Kerala,Thirssur,Kodungalloor APMC,Tapioca,2800.0
Uttar Pradesh,Maharajganj,Gadaura APMC,Garlic,4000.0
Uttar Pradesh,Agra,Jagnair APMC,Wheat,2400.0
Uttar Pradesh,Agra,Jagnair APMC,Mustard,7126.52
Punjab,Ludhiana,Khanna APMC,Peas Wet,2500.0
Punjab,Ludhiana,Khanna APMC,Potato,400.0
Punjab,Ludhiana,Khanna APMC,Ginger(Green),4000.0
Punjab,Ludhiana,Khanna APMC,Pomegranate,8000.0
Punjab,Ludhiana,Khanna APMC,Papaya,1600.0
Punjab,Ludhiana,Khanna APMC,Bottle gourd,1200.0
Punjab,Ludhiana,Khanna APMC,Grapes,7000.0
Uttar Pradesh,Bahraich,Risia APMC,Wheat,2250.0
Uttar Pradesh,Bahraich,Risia APMC,Wheat,2252.38
Punjab,Patiala,Patiala APMC,Carrot,1600.0
Punjab,Patiala,Patiala APMC,Water Melon,1400.0
Punjab,Patiala,Patiala APMC,Mousambi(Sweet Lime),2400.0
Punjab,Patiala,Patiala APMC,Onion Green,800.0
Punjab,Patiala,Patiala APMC,Pumpkin,1200.0
Punjab,Patiala,Patiala APMC,Banana,2800.0
Rajasthan,Baran,Baran APMC,Maize,1655.0
Rajasthan,Baran,Baran APMC,Wheat,2470.0
Maharashtra,Ahmednagar,Ahmednagar APMC,Maize,1700.0
Maharashtra,Ahmednagar,Ahmednagar APMC,Bengal Gram(Gram)(Whole),4850.0
Uttar Pradesh,Agra,Jarar APMC,Bajra(Pearl Millet/Cumbu),1800.0
Uttar Pradesh,Etawah,Etawah APMC,Wood,500.0
Uttar Pradesh,Etawah,Etawah APMC,Wheat,2425.0
Uttar Pradesh,Ghaziabad,Ghaziabad APMC,Wheat,2600.0
Uttar Pradesh,Hardoi,Hardoi APMC,Wheat,2309.04
Uttar Pradesh,Jaunpur,Jaunpur APMC,Ginger(Green),4200.0
Uttar Pradesh,Kanpur,Kanpur(Grain) APMC,Paddy(Common),1850.0
Uttar Pradesh,Kanpur,Kanpur(Grain) APMC,Wood,710.0
Uttar Pradesh,Kanpur,Kanpur(Grain) APMC,Mustard,5714.0
Uttar Pradesh,Kanpur,Kanpur(Grain) APMC,Soanf,18111.11
Uttar Pradesh,Kanpur,Kanpur(Grain) APMC,Potato,600.0
Gujarat,Patan,Sami APMC,Castor Seed,6400.0
Gujarat,Patan,Sami APMC,Isabgul(Psyllium),12375.0
Gujarat,Patan,Sami APMC,Wheat,2600.0
Uttar Pradesh,Lakhimpur,Lakhimpur APMC,Tomato,800.0
Uttar Pradesh,Lakhimpur,Lakhimpur APMC,Firewood,422.98
Uttar Pradesh,Lalitpur,Lalitpur APMC,Soyabean,4778.41
Uttar Pradesh,Lucknow,Lucknow APMC,Coriander(Leaves),5000.0
Uttar Pradesh,Lucknow,Lucknow APMC,Mustard,7439.29
Uttar Pradesh,Lucknow,Lucknow APMC,Makhana(Foxnut),40500.0
Uttar Pradesh,Lucknow,Lucknow APMC,Firewood,416.2
Uttar Pradesh,Lucknow,Lucknow APMC,Sweet Saag,15165.55
Uttar Pradesh,Lucknow,Lucknow APMC,Wheat,2490.0
Uttar Pradesh,Mainpuri,Mainpuri APMC,Wheat,2300.0
Uttar Pradesh,Sambhal,Muradabad APMC,Soyabean,3500.0
Uttar Pradesh,Pillibhit,Pilibhit APMC,Wood,538.75
Uttar Pradesh,Shahjahanpur,Shahjahanpur APMC,Wheat,2300.0
Uttar Pradesh,Shahjahanpur,Shahjahanpur APMC,Wheat,2306.63
Uttar Pradesh,Sitapur,Sitapur APMC,Paddy(Common),1820.0
Uttar Pradesh,Sitapur,Sitapur APMC,Pegeon Pea(Arhar Fali),6950.45
Uttar Pradesh,Sitapur,Sitapur APMC,Wheat,2300.0
Uttar Pradesh,Varanasi,Varanasi APMC,Potato,800.0
Uttar Pradesh,Varanasi,Varanasi APMC,Ginger(Green),2500.0
West Bengal,North 24 Parganas,Barasat APMC,Brinjal,4000.0
West Bengal,North 24 Parganas,Barasat APMC,Onion,1000.0
West Bengal,North 24 Parganas,Barasat APMC,Green Chilli,6000.0
West Bengal,North 24 Parganas,Barasat APMC,Tomato,700.0
West Bengal,Purba Bardhaman,Kalna APMC,Brinjal,2300.0
West Bengal,Purba Bardhaman,Kalna APMC,Rice,3900.0
West Bengal,Purba Bardhaman,Kalna APMC,Cucumbar(Kheera),2500.0
West Bengal,Purba Bardhaman,Kalna APMC,Onion,1050.0
Uttar Pradesh,Siddharth Nagar,Shohratgarh APMC,Wheat,2350.0
Uttar Pradesh,Siddharth Nagar,Shohratgarh APMC,Wood,550.0
West Bengal,Jalpaiguri,Dhupguri APMC,Cauliflower,2400.0
West Bengal,Jalpaiguri,Dhupguri APMC,Potato,700.0
West Bengal,Jalpaiguri,Dhupguri APMC,Onion,1900.0
West Bengal,Jalpaiguri,Dhupguri APMC,Green Chilli,6000.0
West Bengal,Medinipur(E),Tamluk (Medinipur E) APMC,Rice,4500.0
West Bengal,Medinipur(E),Tamluk (Medinipur E) APMC,Betal Leaves,35000.0
West Bengal,Medinipur(E),Tamluk (Medinipur E) APMC,Potato,650.0
West Bengal,Nadia,Bethuadahari APMC,Rice,4900.0
Uttarakhand,Udhamsinghnagar,Rudrapur APMC,Onion,1500.0
Uttarakhand,Udhamsinghnagar,Rudrapur APMC,Apple,6000.0
Uttarakhand,Udhamsinghnagar,Rudrapur APMC,Papaya,4000.0
Uttarakhand,Udhamsinghnagar,Rudrapur APMC,Capsicum,2500.0
Uttarakhand,Udhamsinghnagar,Rudrapur APMC,Lemon,12000.0
Haryana,Rohtak,Rohtak APMC,Banana,2000.0
Haryana,Rohtak,Rohtak APMC,Grapes,7000.0
Haryana,Rohtak,Rohtak APMC,Potato,400.0
Haryana,Rohtak,Rohtak APMC,Tomato,1000.0
Haryana,Rewari,Rewari APMC,Onion,1000.0
Haryana,Panipat,Panipat APMC,Guava,2200.0
Punjab,Bhatinda,Raman APMC,Cauliflower,2105.0
Punjab,Hoshiarpur,Mukerian APMC,Apple,9000.0
Punjab,Hoshiarpur,Mukerian APMC,Banana,3000.0
Punjab,Hoshiarpur,Mukerian APMC,Onion,1500.0
Punjab,Mansa,Budalada APMC,Banana,2300.0
Punjab,Mansa,Budalada APMC,Grapes,4800.0
Punjab,Mansa,Budalada APMC,Capsicum,3000.0
Punjab,Mansa,Budalada APMC,Cucumbar(Kheera),1500.0
Punjab,Mansa,Budalada APMC,Pumpkin,2400.0
Rajasthan,Bikaner,Bikaner (Grain) APMC,Bengal Gram(Gram)(Whole),5051.0
Rajasthan,Bikaner,Bikaner (Grain) APMC,Methi Seeds,5730.0
Rajasthan,Churu,Churu APMC,Potato,650.0
Rajasthan,Churu,Churu APMC,Tomato,1700.0
Rajasthan,Barmer,Barmer APMC,Green Gram(Moong)(Whole),7100.0
Rajasthan,Barmer,Barmer APMC,Cummin Seed(Jeera),20500.0
Rajasthan,Jaisalmer,Jaisalmer APMC,Spinach,800.0
Uttar Pradesh,Badaun,Badayoun APMC,Wood,500.0
Uttar Pradesh,Badaun,Badayoun APMC,Tomato,1500.0
Uttar Pradesh,Badaun,Badayoun APMC,Firewood,460.0
Uttar Pradesh,Badaun,Badayoun APMC,Wheat,2350.0
Uttar Pradesh,Baghpat,Baraut APMC,Garlic,6000.0
Uttar Pradesh,Baghpat,Baraut APMC,Potato,600.0
Tripura,Unokoti,Pabiacherra APMC,Fish,15400.0
Uttar Pradesh,Firozabad,Firozabad APMC,Bajra(Pearl Millet/Cumbu),1750.0
Punjab,Ludhiana,Ludhiana APMC,Mousambi(Sweet Lime),2500.0
Punjab,Ludhiana,Ludhiana APMC,Squash(Chappal Kadoo),1000.0
Punjab,Ludhiana,Ludhiana APMC,Guava,1500.0
